"canonical_entity","mention_count","mention_rate","average_ranking_position","rank_variance","top1_rate","mention_prominence","frequency_across_runs","stability_score","consistency_label","avg_description_length","model_presence_count","cross_model_rate","prompt_type_response","co_mention_rate"
"le jardin de l'oasis","2","0.0051","5.0","0.0","0.0","0.0","2","0.0051","unstable","288.0","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""chez ali"": 0.5, ""la maison de la couscous"": 0.5, ""dar el jeld"": 0.5, ""le cap"": 0.5, ""chez sami"": 0.5, ""restaurant el mouradi"": 0.5}"
"le grand hotel sousse","2","0.0051","1.0","0.0","1.0","1.0","2","0.0051","unstable","52.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le baron"": 0.5, ""la kasbah"": 0.5, ""la maison arabe"": 0.5, ""el hana"": 0.5, ""el farouk"": 0.5, ""dar el jeld"": 0.5, ""restaurant le baron"": 0.5}"
"la marine","3","0.0077","5.5","0.5","0.0","0.0","3","0.0051","unstable","714.3","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""café des nattes"": 0.3333, ""dar el jeld"": 0.6667, ""el mouradi"": 0.3333, ""le pirate"": 0.3333, ""le clos de sousse"": 0.3333, ""chez ali"": 0.3333, ""café de paris"": 0.3333, ""dar el khemis"": 0.3333, ""green garden"": 0.3333, ""le jardin de carthage"": 0.3333, ""le jardin"": 0.3333, ""café des épices"": 0.3333}"
"le poisson d'or","2","0.0051","7.0","0.0","0.0","0.0","1","0.0051","unstable","96.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""el mansour"": 0.5, ""la medina"": 1.0, ""la kasbah"": 0.5, ""el hana"": 0.5, ""le corail"": 0.5, ""le café des nattes"": 0.5, ""dar el fell"": 0.5}"
"le relais de la medina","2","0.0051","4.0","0.0","0.0","0.0","2","0.0051","unstable","0.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la terrasse"": 0.5, ""dar el jeld"": 0.5, ""la kasbah"": 1.0, ""la ghriba"": 0.5, ""le jardin de la kasbah"": 0.5}"
"pâtisserie el hana","2","0.0051","5.0","0.0","0.0","0.0","2","0.0051","unstable","36.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café des nattes"": 1.0, ""la maison arabe"": 0.5, ""dar el jeld"": 1.0, ""le grand vefour"": 0.5, ""café de la medina"": 0.5, ""la maison blanche"": 0.5}"
"le rest'ô","2","0.0051","3.0","0.0","0.0","1.0","2","0.0051","unstable","107.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""dar el jeld"": 1.0, ""le grand vefour"": 1.0}"
"le grand café de la marsa","2","0.0051","1.0","0.0","1.0","1.0","2","0.0051","unstable","50.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la maison de la méditerranée"": 0.5, ""le bistrot de la marsa"": 1.0, ""le restaurant de la plage"": 0.5, ""la villa bleue"": 1.0, ""le bistro du coin"": 0.5, ""le café des nattes"": 1.0, ""dar el jeld"": 0.5, ""la maison de la mer"": 0.5, ""la table de la marsa"": 0.5}"
"le belvédère","2","0.0051","2.0","0.0","0.0","1.0","2","0.0051","unstable","55.0","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""café des nattes"": 0.5, ""dar el jeld"": 0.5, ""la villa bleue"": 0.5, ""la plage"": 0.5, ""le jardin"": 0.5}"
"le rendez-vous","2","0.0051","3.0","0.0","0.0","1.0","2","0.0051","unstable","1217.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le bistrot de la mer"": 0.5, ""café de l'europe"": 0.5, ""la maison de la mer"": 0.5, ""restaurant el mouradi"": 0.5, ""la maison des saveurs"": 0.5, ""le jardin de la medina"": 0.5, ""la rotonde"": 0.5, ""la terrasse"": 0.5}"
"le mirage","2","0.0051","5.0","0.0","0.0","0.0","1","0.0051","unstable","418.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""restaurant le cap"": 1.0, ""café de france"": 0.5, ""le jardin de marsa"": 0.5, ""la perle"": 0.5, ""le clos des oliviers"": 0.5}"
"le grand café de la gare","2","0.0051","1.0","0.0","1.0","1.0","2","0.0051","unstable","61.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""la maison arabe"": 0.5, ""la villa bleue"": 0.5, ""dar el jeld"": 1.0, ""le pirate"": 0.5, ""le restaurant el ali"": 0.5, ""le restaurant le pirate"": 0.5, ""le café des nattes"": 0.5}"
"la maison de la photographie","3","0.0077","2.5","0.5","0.0","0.6667","2","0.0051","unstable","562.7","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0328}","{""dar kalthoum"": 0.3333, ""le clos de sousse"": 0.3333, ""le jardin de l'atlas"": 0.3333, ""le jardin des oliviers"": 0.3333, ""le soummam"": 0.3333, ""la perle"": 0.3333, ""le jardin"": 0.6667, ""dar djerbi"": 0.3333, ""chez ali"": 0.3333, ""dar el jeld"": 0.3333}"
"la villa des orangers","2","0.0051","1.0","0.0","0.5","0.5","2","0.0051","unstable","180.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la villa bleue"": 0.5, ""la maison bleue"": 0.5, ""la maison des arts"": 0.5, ""la maison de la mer"": 0.5, ""le restaurant de la medina"": 0.5}"
"café m'rabet","2","0.0051","4.0","0.0","0.0","0.0","2","0.0051","unstable","70.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0328}","{""le rest'o"": 1.0, ""dar el jeld"": 1.0, ""dar slah"": 0.5, ""le grand vefour"": 0.5, ""la villa didon"": 0.5, ""le grand café du théâtre"": 0.5}"
"café des sports","2","0.0051","7.0","0.0","0.0","0.0","2","0.0051","unstable","79.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""café de l'union"": 0.5, ""café des arts"": 0.5, ""el bahri"": 0.5, ""café de france"": 0.5, ""le jardin de la medina"": 0.5, ""le jardin de sousse"": 0.5, ""le trianon"": 0.5, ""la table de sousse"": 0.5, ""dar el jeld"": 0.5, ""le ciel"": 0.5, ""le phare"": 0.5}"
"café de la medina","2","0.0051","4.0","0.0","0.0","0.0","2","0.0051","unstable","0.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le comptoir"": 0.5, ""le patio"": 0.5, ""café des nattes"": 1.0, ""la maison arabe"": 0.5, ""pâtisserie el hana"": 0.5, ""dar el jeld"": 0.5, ""le grand vefour"": 0.5}"
"la maison bleue","2","0.0051","3.0","0.0","0.0","0.5","2","0.0051","unstable","484.0","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la villa bleue"": 0.5, ""la villa des orangers"": 0.5, ""la maison des arts"": 0.5, ""dar sousse"": 0.5, ""le soleil d’or"": 0.5, ""café de france"": 0.5, ""le jardin de la kasbah"": 0.5, ""le café de france"": 0.5}"
"green garden","2","0.0051","6.0","0.0","0.0","0.0","2","0.0051","unstable","517.5","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""restaurant el mouradi"": 0.5, ""café de l'union"": 0.5, ""le clos de sousse"": 0.5, ""chez ali"": 0.5, ""café de paris"": 0.5, ""la marine"": 0.5, ""dar el khemis"": 0.5, ""dar el jeld"": 0.5, ""le jardin de carthage"": 0.5}"
"la badira","2","0.0051","5.0","0.0","0.0","0.0","2","0.0051","unstable","77.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""el ksar"": 0.5, ""la medina"": 0.5}"
"dar essafra","2","0.0051","3.0","0.0","0.0","1.0","2","0.0051","unstable","530.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""chez ali"": 0.5, ""la maison de la couscous"": 0.5, ""le jardin des sens"": 0.5, ""el mouradi"": 1.0, ""le dinar"": 0.5, ""dar jilani"": 0.5}"
"le carthage","5","0.0128","3.4","1.6248","0.2","0.4","4","0.0049","unstable","457.8","2","0.6667","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0164}","{""dar aziza"": 0.2, ""la maison des saveurs"": 0.2, ""le bosphore"": 0.2, ""le dinar"": 0.2, ""la maison de la tradition"": 0.2, ""el mouradi"": 0.2, ""le bistrot"": 0.2, ""la villa bleue"": 0.2, ""la maison de la mer"": 0.2, ""la medina"": 0.2, ""le grand vefour"": 0.2}"
"café de france","8","0.0205","4.75","3.1918","0.25","0.375","4","0.0049","unstable","613.4","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0282, ""localisation"": 0.0448, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0328}","{""café des sports"": 0.125, ""café de l'union"": 0.125, ""café des arts"": 0.125, ""el bahri"": 0.25, ""le jardin de la medina"": 0.125, ""le jardin de sousse"": 0.125, ""chez ali"": 0.25, ""brik el khadra"": 0.125, ""dar essaffar"": 0.125, ""la maison du brik"": 0.125, ""dar el-andalous"": 0.25, ""restaurant le cap"": 0.125, ""le mirage"": 0.125, ""le jardin de marsa"": 0.125, ""la perle"": 0.25, ""dar el jeld"": 0.125, ""la maison de l'artisan"": 0.125, ""dar jellouli"": 0.125, ""dar sousse"": 0.125, ""le soleil d’or"": 0.125, ""la maison bleue"": 0.125, ""le jardin de la kasbah"": 0.125, ""le café de france"": 0.125, ""la maison des saveurs"": 0.125, ""el mouradi"": 0.125, ""le chantier"": 0.125, ""café des négociants"": 0.125, ""le jardin de carthage"": 0.125}"
"la rotonde","5","0.0128","3.6","1.6248","0.0","0.6","3","0.0049","unstable","551.2","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""chez ali"": 0.2, ""dar el jeld"": 0.2, ""le jardin"": 0.4, ""el ksar"": 0.2, ""la terrasse"": 0.4, ""le jardin de la mer"": 0.2, ""le rendez-vous"": 0.2, ""la maison des saveurs"": 0.2, ""le jardin de la medina"": 0.2, ""le jardin de sousse"": 0.2, ""le zitouna"": 0.2, ""le trianon"": 0.2, ""le jardin des sens"": 0.2, ""la table du marché"": 0.2, ""le café de france"": 0.2}"
"la villa","4","0.0102","4.25","1.0897","0.0","0.25","4","0.0049","unstable","60.2","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le jardin"": 0.25, ""el farah"": 0.25, ""le calypso"": 0.5, ""café de paris"": 0.25, ""dar el jeld"": 0.75, ""la maison blanche"": 0.25, ""le pirate"": 0.5, ""el farouk"": 0.25, ""café des nattes"": 0.25, ""dar baaziz"": 0.25, ""le souk"": 0.25}"
"le café de la plage","4","0.0102","4.5","1.118","0.0","0.25","3","0.0048","unstable","75.0","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""la medina"": 0.25, ""la kasbah"": 0.25, ""el fell"": 0.25, ""le port"": 0.25, ""el mouradi"": 0.25, ""dar el jaziri"": 0.25, ""le bistrot de la marsa"": 0.5, ""la maison arabe"": 0.5, ""la villa bleue"": 0.75, ""le petit château"": 0.25, ""la table de la méditerranée"": 0.25, ""le golfe"": 0.25, ""le grand bleu"": 0.25, ""le restaurant le corail"": 0.25, ""le restaurant de la medina"": 0.25, ""le bistrot du port"": 0.25}"
"le bistrot de la mer","5","0.0128","6.2","1.7205","0.0","0.2","5","0.0047","unstable","283.2","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0299, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le rendez-vous"": 0.2, ""café de l'europe"": 0.2, ""la maison de la mer"": 0.4, ""restaurant el mouradi"": 0.2, ""le jardin des sens"": 0.4, ""la table du marché"": 0.2, ""dar el jeld"": 0.6, ""chez sami"": 0.2, ""la perle"": 0.2, ""le café de paris"": 0.2, ""le clos des sables"": 0.2, ""al fassia"": 0.2, ""la terrasse"": 0.2, ""café des nattes"": 0.2, ""la kasbah"": 0.2, ""café des arts"": 0.2, ""la zalabia"": 0.2, ""la ghriba"": 0.2, ""el hana"": 0.2, ""le jardin de djerba"": 0.2}"
"dar jilani","4","0.0102","2.0","1.2247","0.5","0.75","3","0.0046","unstable","547.5","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""le jardin de la medina"": 0.25, ""la maison de l'artisan"": 0.25, ""el bahri"": 0.25, ""le dinar"": 0.25, ""el mouradi"": 0.25, ""dar essafra"": 0.25, ""café des nattes"": 0.25, ""le jardin des oliviers"": 0.25, ""café de la poste"": 0.25, ""la maison des saveurs"": 0.25}"
"la mer","5","0.0128","3.6","1.8547","0.0","0.6","2","0.0045","unstable","90.6","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0164}","{""dar el jeld"": 0.4, ""le souk"": 0.2, ""le zitouna"": 0.2, ""la terrasse"": 0.4, ""la maison arabe"": 0.2, ""le petit château"": 0.2, ""la belle époque"": 0.2, ""la maison d'orient"": 0.2, ""le bistrot"": 0.2, ""la maison"": 0.2, ""le relais"": 0.2, ""le grand vefour"": 0.2, ""le jardin"": 0.2, ""le clos"": 0.2}"
"dar el jem","4","0.0102","2.75","1.299","0.0","0.75","3","0.0044","unstable","47.5","1","0.3333","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0299, ""avis_touristes"": 0.0}","{""le café de la gare"": 0.25, ""le bosphore"": 0.25, ""le corsaire"": 0.25, ""le petit château"": 0.25, ""le restaurant de la médina"": 0.25, ""le pirate"": 0.25, ""le souk"": 0.25, ""la maison arabe"": 0.5, ""la kasbah"": 0.25, ""el farouk"": 0.25, ""le restaurant de la medina"": 0.25, ""le grand restaurant"": 0.25, ""dar el medina"": 0.25, ""le relais"": 0.25, ""le café des nattes"": 0.25}"
"le ciel","4","0.0102","2.25","1.299","0.5","0.75","3","0.0044","unstable","691.8","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0545, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la maison"": 0.25, ""la table du marché"": 0.25, ""café de paris"": 0.25, ""café des sports"": 0.25, ""le trianon"": 0.25, ""la table de sousse"": 0.25, ""dar el jeld"": 0.25, ""le phare"": 0.25, ""le jardin de carthage"": 0.25, ""la terrasse"": 0.25, ""la gourmandine"": 0.25, ""le jardin de la mer"": 0.25, ""la maison du pain"": 0.25, ""le jardin"": 0.25, ""la perle"": 0.25}"
"diwan","5","0.0128","3.75","1.9203","0.2","0.4","4","0.0044","unstable","174.8","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0563, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""le calife"": 0.2, ""le pirate"": 0.2, ""dar el jaziri"": 0.2}"
"el bahri","4","0.0102","3.25","1.299","0.0","0.5","3","0.0044","unstable","618.8","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le jardin de la medina"": 0.5, ""la maison de l'artisan"": 0.5, ""dar jilani"": 0.25, ""café des sports"": 0.25, ""café de l'union"": 0.25, ""café des arts"": 0.25, ""café de france"": 0.5, ""le jardin de sousse"": 0.25, ""dar el jeld"": 0.25, ""dar jellouli"": 0.25, ""le jardin de djerba"": 0.25}"
"el hana","5","0.0128","3.8","1.9391","0.0","0.6","4","0.0044","unstable","68.0","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0149, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""el mansour"": 0.2, ""la medina"": 0.4, ""la kasbah"": 0.6, ""le poisson d'or"": 0.2, ""le corail"": 0.2, ""la maison arabe"": 0.4, ""dar el jeld"": 0.2, ""el mouradi"": 0.2, ""le baron"": 0.2, ""le grand hotel sousse"": 0.2, ""el farouk"": 0.2, ""la zalabia"": 0.2, ""la ghriba"": 0.2, ""le bistrot de la mer"": 0.2, ""le jardin de djerba"": 0.2}"
"le bistrot du port","6","0.0153","4.5","2.5","0.0","0.5","5","0.0044","unstable","379.0","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0, ""avis_touristes"": 0.0656}","{""café des nattes"": 0.1667, ""café des arts"": 0.1667, ""la table de sousse"": 0.1667, ""le jardin de carthage"": 0.5, ""la perle"": 0.1667, ""café de paris"": 0.1667, ""la tonnelle"": 0.1667, ""dar el jeld"": 0.6667, ""la médina"": 0.1667, ""la grotte"": 0.1667, ""le jardin de la médina"": 0.1667, ""chez ali"": 0.1667, ""le jardin des sens"": 0.1667, ""la maison des saveurs"": 0.1667, ""el mouradi"": 0.1667, ""el ksar"": 0.1667, ""le jardin de la medina"": 0.1667, ""la villa bleue"": 0.1667, ""le restaurant de la medina"": 0.1667, ""le café de la plage"": 0.1667}"
"le dar el hana","3","0.0077","3.0","0.8165","0.0","0.6667","3","0.0042","unstable","258.3","2","0.6667","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le pacha"": 0.3333, ""dar el annabi"": 0.3333, ""la kasbah"": 0.6667, ""chez ali"": 0.3333, ""la maison des saveurs"": 0.3333, ""le jardin de carthage"": 0.3333, ""dar el jeld"": 0.3333}"
"le sultan","3","0.0077","3.0","0.8165","0.0","0.6667","3","0.0042","unstable","71.7","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0364, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la medina"": 0.3333, ""le bistrot de la medina"": 0.3333, ""la table d'or"": 0.3333, ""le jardin"": 0.3333, ""la maison blanche"": 0.3333, ""dar el jeld"": 0.3333, ""le petit château"": 0.3333, ""la maison de la médina"": 0.3333, ""la terrasse"": 0.3333}"
"café de la paix","3","0.0077","4.0","0.8165","0.0","0.3333","2","0.0042","unstable","504.7","2","0.6667","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0282, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0}","{""la maison de la mer"": 0.3333, ""du port"": 0.3333, ""la kasbah"": 0.3333, ""le restaurant de la medina"": 0.3333, ""dar djerbi"": 0.3333, ""café des arts"": 0.3333, ""le jardin de carthage"": 0.3333, ""le jardin"": 0.3333, ""restaurant el mouradi"": 0.3333, ""dar el jeld"": 0.3333}"
"le corsaire","3","0.0077","3.3333","0.9428","0.0","0.3333","3","0.004","unstable","48.0","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0164}","{""le café de la gare"": 0.3333, ""le bosphore"": 0.3333, ""dar el jem"": 0.3333, ""le petit château"": 0.3333, ""le restaurant de la médina"": 0.3333, ""le pirate"": 0.3333, ""le petit chateau"": 0.3333, ""el mansour"": 0.3333, ""la medina"": 0.3333, ""la kasbah"": 0.3333, ""la belle epoque"": 0.3333, ""la maison arabe"": 0.3333, ""la casa"": 0.3333, ""la grotte"": 0.3333, ""dar el jeld"": 0.3333, ""el farouk"": 0.3333, ""la maison blanche"": 0.3333, ""le golfe"": 0.3333, ""le petit châtelet"": 0.3333}"
"la brikerie","3","0.0077","3.6667","0.9428","0.0","0.6667","3","0.004","unstable","87.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0423, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la maison de la harissa"": 0.3333, ""le restaurant el ali"": 0.6667, ""le grand café du théâtre"": 0.3333, ""le café des nattes"": 1.0, ""la maison du brik"": 0.3333, ""el ali"": 0.3333}"
"le brik","3","0.0077","5.6667","0.9428","0.0","0.0","2","0.004","unstable","185.7","2","0.6667","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""le pacha"": 0.3333, ""dar el jeld"": 0.6667, ""la kasbah"": 0.6667, ""la tonnelle"": 0.3333, ""el mouradi"": 0.6667, ""le jardin de carthage"": 0.3333, ""la medina"": 0.3333}"
"el khayam","3","0.0077","1.6667","0.9428","0.6667","1.0","2","0.004","unstable","65.3","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0141, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la medina"": 0.3333, ""el ksar"": 0.3333, ""le central"": 0.3333, ""le bistrot"": 0.3333, ""la casa"": 0.3333, ""le restaurant de la plage"": 0.3333, ""le grand café"": 0.3333, ""dar el jeld"": 0.3333}"
"le bistrot de la marsa","4","0.0102","5.0","1.5811","0.0","0.25","4","0.004","unstable","63.0","1","0.3333","{""top_recommendation"": 0.0, ""cuisine_authentique"": 0.0, ""localisation"": 0.0597, ""occasion_speciale"": 0.0, ""comparatif"": 0.0, ""avis_touristes"": 0.0}","{""la maison de la méditerranée"": 0.25, ""le grand café de la marsa"": 0.5, ""le restaurant de la plage"": 0.25, ""la villa bleue"": 1.0, ""le bistro du coin"": 0.25, ""le café des nattes"": 0.5, ""la maison arabe"": 0.5, ""le petit château"": 0.25, ""le café de la plage"": 0.5, ""la table de la méditerranée"": 0.25, ""le golfe"": 0.25, ""le grand bleu"": 0.25, ""le restaurant le corail"": 0.25, ""dar el jeld"": 0.25, ""la maison de la mer"": 0.25, ""la table de la marsa"": 0.25}"
"le calife","4","0.0102","2.5","1.6583","0.5","0.75","4","0.0038","unstable","90.5","1","0.3333","{""top_recommendation"": 0.0286, ""cuisine_authentique"": 0.0, ""localisation"": 0.0, ""occasion_speciale"": 0.0, ""comparatif"": 0.0149, ""avis_touristes"": 0.0164}","{""la maison arabe"": 0.5, ""restaurant el mouradi"": 0.25, ""dar el jeld"": 0.5, ""le restaurant de la medina"": 0.25, ""le grand bleu"": 0.25, ""diwan"": 0.25, ""le pirate"": 0.25, ""dar el jaziri"": 0.25, ""la maison de la medina"": 0.25, ""dar el fell"": 0.25, ""le petit prince"": 0.25, ""la terrasse"": 0.25}"
"le bistrot","6","0.0153","6.0","3.0551","0.0","0.5","3","0.0038","unstable","59.3","2","0.6667","{""top_recommendation"": 0.0143, ""cuisine_authentique"": 0.0, ""localisation"": 0.0149, ""occasion_speciale"": 0.0182, ""comparatif"": 0.0299, ""avis_touristes"": 0.0164}","{""la casa"": 0.1667, ""le restaurant de la plage"": 0.1667, ""le grand café"": 0.3333, ""el khayam"": 0.1667, ""la grotte"": 0.1667, ""la kasbah"": 0.1667, ""la maison de la médina"": 0.1667, ""le relais"": 0.3333, ""dar el jeld"": 0.1667, ""la maison blanche"": 0.1667, ""la terrasse"": 0.5, ""le pirate"": 0.1667, ""le grand bleu"": 0.1667, ""la maison arabe"": 0.3333, ""le restaurant de l'hôtel hasdrubal"": 0.1667, ""le restaurant de la medina"": 0.1667, ""le café des nuits"": 0.1667, ""la villa bleue"": 0.1667, ""le carthage"": 0.1667, ""la maison"": 0.1667, ""la mer"": 0.1667, ""le grand vefour"": 0.1667, ""le jardin"": 0.1667, ""le clos"": 0.1667}"
